key	qty	dates
agg3	280	20200927
agg3	320	20200928
agg3	515	20200929
agg3	200	20200930
agg3	866	20200901
agg3	220	20200902
agg3	641	20200905
agg3	840	20200908
agg3	340	20200911
agg3	295	20200914
agg3	150	20200918
agg3	85	20200924
agg3	280	20200927
agg3	320	20200928
agg3	515	20200929
agg3	200	20200930
agg3	220	20200902
agg3	540	20200906
agg3	220	20200909
agg3	1020	20200913
agg3	150	20200918
agg3	200	20200919
agg3	770	20200920
agg3	770	20200921
agg3	320	20200928
agg3	225	20200904
agg3	540	20200906
agg3	340	20200910
agg3	340	20200911
agg3	580	20200912
agg3	365	20200917
agg3	325	20200922
agg3	240	20200923
agg3	515	20200929
agg3	866	20200901
agg3	325	20200922
agg3	240	20200923
agg3	866	20200901
agg3	641	20200905
agg3	540	20200907
agg3	840	20200908
agg3	580	20200912
agg3	150	20200926
agg3	280	20200927
agg3	320	20200928
agg3	515	20200929
agg3	295	20200914
agg3	866	20200901
agg3	540	20200907
agg3	540	20200906
agg3	340	20200916
agg3	440	20200903
agg3	840	20200908
agg3	770	20200920
agg3	770	20200921
agg3	1020	20200913
agg4	121	20200902
agg4	221	20200903
agg4	142	20200907
agg4	156	20200912
agg4	227	20200913
agg4	301	20200914
agg4	166	20200919
agg4	226	20200922
agg4	186	20200928
agg4	41	20200930
agg4	80	20200901
agg4	100	20200905
agg4	156	20200912
agg4	227	20200913
agg4	180	20200916
agg4	166	20200919
agg4	345	20200920
agg4	170	20200921
agg4	226	20200922
agg4	205	20200926
agg4	145	20200927
agg4	186	20200928
agg4	245	20200929
agg4	80	20200901
agg4	70	20200904
agg4	100	20200905
agg4	650	20200906
agg4	142	20200907
agg4	70	20200909
agg4	180	20200911
agg4	156	20200912
agg4	270	20200915
agg4	180	20200916
agg4	210	20200917
agg4	130	20200918
agg4	226	20200922
agg4	90	20200924
agg4	145	20200927
agg4	245	20200929
agg4	80	20200901
agg4	121	20200902
agg4	221	20200903
agg4	70	20200904
agg4	100	20200905
agg4	650	20200906
agg4	142	20200907
agg4	260	20200908
agg4	70	20200909
agg4	100	20200910
agg4	180	20200911
agg4	156	20200912
agg4	227	20200913
agg4	301	20200914
agg4	270	20200915
agg4	180	20200916
agg4	210	20200917
agg4	130	20200918
agg4	166	20200919
agg4	345	20200920
agg4	170	20200921
agg4	200	20200923
agg4	90	20200924
agg4	80	20200925
agg4	205	20200926
agg4	145	20200927
agg4	186	20200928
agg4	245	20200929
agg4	121	20200902
agg4	100	20200905
agg4	260	20200908
agg4	70	20200909
agg4	100	20200910
agg4	156	20200912
agg4	227	20200913
agg4	301	20200914
agg4	270	20200915
agg4	345	20200920
agg4	226	20200922
agg4	200	20200923
agg4	205	20200926
agg4	145	20200927
agg4	41	20200930
agg4	210	20200917
agg4	80	20200925
agg4	205	20200926
agg4	186	20200928
agg4	245	20200929
agg4	142	20200907
agg4	227	20200913
agg4	170	20200921
agg4	205	20200926
agg4	245	20200929
agg4	270	20200915
agg4	345	20200920
agg4	650	20200906
agg4	210	20200917
agg4	226	20200922
agg4	221	20200903
agg4	301	20200914
agg5	6	20200919
agg5	130	20200901
agg5	85	20200905
agg5	65	20200909
agg5	6	20200919
agg5	5	20200925
agg5	5	20200930
agg5	30	20200903
agg5	10	20200904
agg5	180	20200912
agg5	40	20200914
agg5	50	20200920
agg5	10	20200922
agg5	30	20200903
agg5	85	20200905
agg5	20	20200907
agg5	40	20200908
agg5	65	20200909
agg5	120	20200910
agg5	180	20200912
agg5	40	20200914
agg5	140	20200916
agg5	20	20200918
agg5	20	20200926
agg5	120	20200910
agg5	40	20200911
agg5	50	20200920
agg5	40	20200921
agg5	180	20200912
agg5	130	20200901
agg6	212	20200901
agg6	241	20200902
agg6	171	20200904
agg6	231	20200905
agg6	231	20200906
agg6	310	20200908
agg6	21	20200909
agg6	581	20200913
agg6	171	20200915
agg6	181	20200916
agg6	331	20200930
agg6	215	20200903
agg6	231	20200905
agg6	1680	20200907
agg6	310	20200908
agg6	250	20200910
agg6	190	20200912
agg6	581	20200913
agg6	171	20200915
agg6	185	20200917
agg6	775	20200918
agg6	70	20200919
agg6	135	20200920
agg6	285	20200921
agg6	135	20200922
agg6	1025	20200923
agg6	85	20200924
agg6	250	20200926
agg6	305	20200927
agg6	70	20200928
agg6	85	20200929
agg6	331	20200930
agg6	212	20200901
agg6	215	20200903
agg6	171	20200904
agg6	231	20200906
agg6	1680	20200907
agg6	775	20200918
agg6	212	20200901
agg6	241	20200902
agg6	215	20200903
agg6	171	20200904
agg6	231	20200905
agg6	231	20200906
agg6	1680	20200907
agg6	310	20200908
agg6	21	20200909
agg6	250	20200910
agg6	80	20200911
agg6	581	20200913
agg6	260	20200914
agg6	171	20200915
agg6	181	20200916
agg6	185	20200917
agg6	775	20200918
agg6	70	20200919
agg6	135	20200920
agg6	285	20200921
agg6	135	20200922
agg6	1025	20200923
agg6	85	20200924
agg6	140	20200925
agg6	250	20200926
agg6	305	20200927
agg6	70	20200928
agg6	85	20200929
agg6	241	20200902
agg6	171	20200904
agg6	231	20200905
agg6	1680	20200907
agg6	310	20200908
agg6	80	20200911
agg6	581	20200913
agg6	171	20200915
agg6	181	20200916
agg6	185	20200917
agg6	70	20200919
agg6	135	20200922
agg6	85	20200924
agg6	250	20200926
agg6	215	20200903
agg6	190	20200912
agg6	260	20200914
agg6	85	20200929
agg6	212	20200901
agg6	260	20200914
agg6	171	20200915
agg6	1025	20200923
agg6	250	20200926
agg6	331	20200930
agg6	212	20200901
agg6	231	20200906
agg6	310	20200908
agg6	135	20200920
agg6	1025	20200923
agg6	331	20200930
agg6	190	20200912
agg6	331	20200930
agg6	250	20200910
agg6	775	20200918
agg6	285	20200921
agg6	305	20200927
agg6	581	20200913
agg6	1680	20200907
agg6	1025	20200923
agg7	106	20200906
agg7	161	20200909
agg7	447	20200913
agg7	547	20200919
agg7	46	20200928
agg7	171	20200930
agg7	60	20200903
agg7	115	20200904
agg7	106	20200906
agg7	1815	20200907
agg7	60	20200910
agg7	447	20200913
agg7	465	20200914
agg7	225	20200916
agg7	547	20200919
agg7	185	20200921
agg7	46	20200928
agg7	225	20200929
agg7	60	20200903
agg7	1815	20200907
agg7	420	20200908
agg7	60	20200910
agg7	110	20200915
agg7	171	20200930
agg7	260	20200902
agg7	60	20200903
agg7	115	20200904
agg7	280	20200905
agg7	106	20200906
agg7	1815	20200907
agg7	420	20200908
agg7	161	20200909
agg7	60	20200910
agg7	80	20200911
agg7	140	20200912
agg7	447	20200913
agg7	465	20200914
agg7	110	20200915
agg7	225	20200916
agg7	300	20200917
agg7	240	20200918
agg7	547	20200919
agg7	780	20200920
agg7	185	20200921
agg7	180	20200922
agg7	300	20200923
agg7	200	20200924
agg7	40	20200925
agg7	140	20200926
agg7	40	20200927
agg7	46	20200928
agg7	225	20200929
agg7	171	20200930
agg7	340	20200901
agg7	260	20200902
agg7	115	20200904
agg7	1815	20200907
agg7	161	20200909
agg7	80	20200911
agg7	465	20200914
agg7	225	20200916
agg7	780	20200920
agg7	300	20200923
agg7	200	20200924
agg7	140	20200926
agg7	280	20200905
agg7	106	20200906
agg7	140	20200912
agg7	225	20200916
agg7	547	20200919
agg7	780	20200920
agg7	260	20200902
agg7	420	20200908
agg7	161	20200909
agg7	447	20200913
agg7	465	20200914
agg7	185	20200921
agg7	340	20200901
agg7	780	20200920
agg7	447	20200913
agg7	300	20200923
agg7	340	20200901
agg7	420	20200908
agg7	465	20200914
agg7	300	20200917
agg7	547	20200919
agg7	780	20200920
agg7	1815	20200907
agg8	31	20200903
agg8	6	20200904
agg8	43	20200909
agg8	1	20200912
agg8	21	20200916
agg8	61	20200919
agg8	56	20200930
agg8	45	20200902
agg8	6	20200904
agg8	65	20200911
agg8	5	20200918
agg8	125	20200927
agg8	25	20200928
agg8	56	20200930
agg8	31	20200903
agg8	50	20200921
agg8	70	20200924
agg8	56	20200930
agg8	45	20200902
agg8	31	20200903
agg8	80	20200906
agg8	20	20200908
agg8	20	20200910
agg8	65	20200911
agg8	20	20200913
agg8	60	20200914
agg8	21	20200916
agg8	61	20200919
agg8	80	20200920
agg8	60	20200923
agg8	70	20200924
agg8	20	20200926
agg8	125	20200927
agg8	25	20200928
agg8	56	20200930
agg8	80	20200906
agg8	43	20200909
agg8	60	20200914
agg8	61	20200919
agg8	80	20200920
agg8	50	20200921
agg8	70	20200924
agg8	125	20200927
agg8	60	20200929
agg8	200	20200901
bam0	201	20200907
bam0	94	20200906
bam0	105	20200910
bam0	130	20200901
bam0	120	20200902
bam0	80	20200903
bam0	280	20200904
bam0	300	20200905
bam0	94	20200906
bam0	201	20200907
bam0	190	20200908
bam0	70	20200909
bam0	105	20200910
bam0	60	20200911
bam0	80	20200912
bam0	130	20200913
bam0	220	20200914
bam0	520	20200915
bam0	80	20200916
bam0	160	20200917
bam0	110	20200918
bam0	50	20200919
bam0	70	20200920
bam0	150	20200921
bam0	170	20200922
bam0	40	20200923
bam0	10	20200924
bam0	20	20200925
bam0	10	20200926
bam0	70	20200927
bam0	30	20200928
bam0	80	20200929
bam0	160	20200930
bam0	130	20200901
bam0	120	20200902
bam0	190	20200908
bam0	80	20200912
bam0	130	20200913
bam0	220	20200914
bam0	520	20200915
bam0	170	20200922
bam0	70	20200927
bam0	120	20200902
bam0	105	20200910
bam0	80	20200903
bam0	201	20200907
bam0	220	20200914
bam0	520	20200915
bam0	520	20200915
bam0	80	20200916
bam0	110	20200918
bam0	150	20200921
bam0	160	20200930
bam0	190	20200908
bam0	220	20200914
bam0	520	20200915
bam0	160	20200917
bam0	170	20200922
bam0	280	20200904
bam0	300	20200905
bam0	520	20200915
bam1	110	20200901
bam1	260	20200902
bam1	90	20200903
bam1	400	20200905
bam1	280	20200906
bam1	40	20200907
bam1	220	20200909
bam1	10	20200910
bam1	680	20200911
bam1	30	20200912
bam1	80	20200913
bam1	80	20200914
bam1	60	20200915
bam1	140	20200916
bam1	40	20200917
bam1	20	20200920
bam1	400	20200921
bam1	90	20200922
bam1	160	20200923
bam1	10	20200924
bam1	130	20200925
bam1	10	20200928
bam1	60	20200929
bam1	165	20200930
bam1	90	20200903
bam1	400	20200905
bam1	280	20200906
bam1	680	20200911
bam1	30	20200912
bam1	80	20200913
bam1	80	20200914
bam1	140	20200916
bam1	40	20200917
bam1	520	20200918
bam1	400	20200921
bam1	90	20200922
bam1	160	20200923
bam1	130	20200925
bam1	100	20200926
bam1	60	20200929
bam1	260	20200902
bam1	520	20200918
bam1	130	20200919
bam1	400	20200921
bam1	130	20200925
bam1	100	20200926
bam1	60	20200927
bam1	165	20200930
bam1	140	20200904
bam1	680	20200911
bam1	400	20200921
bam1	90	20200903
bam1	550	20200908
bam1	80	20200914
bam1	60	20200915
bam1	400	20200921
bam1	100	20200926
bam1	110	20200901
bam1	140	20200904
bam1	400	20200905
bam1	680	20200911
bam1	140	20200916
bam1	130	20200919
bam1	160	20200923
bam1	165	20200930
bam1	520	20200918
bam1	260	20200902
bam1	220	20200909
bam1	520	20200918
bam1	400	20200905
bam1	280	20200906
bam1	550	20200908
bam1	680	20200911
bam1	400	20200921
bam2	110	20200902
bam2	350	20200904
bam2	90	20200906
bam2	290	20200908
bam2	210	20200913
bam2	90	20200923
bam2	270	20200924
bam2	80	20200927
bam2	460	20200928
bam2	100	20200929
bam2	310	20200901
bam2	350	20200904
bam2	90	20200906
bam2	100	20200907
bam2	290	20200908
bam2	190	20200909
bam2	120	20200910
bam2	20	20200912
bam2	210	20200913
bam2	590	20200914
bam2	170	20200915
bam2	80	20200927
bam2	460	20200928
bam2	100	20200929
bam2	110	20200902
bam2	30	20200903
bam2	90	20200906
bam2	100	20200907
bam2	190	20200909
bam2	210	20200913
bam2	170	20200915
bam2	90	20200923
bam2	80	20200927
bam2	460	20200928
bam2	30	20200930
bam2	110	20200902
bam2	90	20200923
bam2	100	20200907
bam2	210	20200913
bam2	590	20200914
bam2	50	20200917
bam2	270	20200924
bam2	460	20200928
bam2	100	20200929
bam2	120	20200910
bam2	100	20200911
bam2	170	20200915
bam2	100	20200922
bam2	270	20200924
bam2	460	20200928
bam2	150	20200916
bam2	310	20200901
bam2	350	20200904
bam2	290	20200908
bam2	590	20200914
bam2	460	20200928
bam3	370	20200907
bam3	185	20200908
bam3	10	20200920
bam3	30	20200923
bam3	70	20200925
bam3	60	20200927
bam3	185	20200908
bam3	110	20200915
bam3	100	20200917
bam3	110	20200918
bam3	30	20200923
bam3	30	20200901
bam3	80	20200903
bam3	130	20200905
bam3	80	20200906
bam3	185	20200908
bam3	30	20200910
bam3	30	20200911
bam3	100	20200917
bam3	30	20200921
bam3	80	20200924
bam3	70	20200925
bam3	110	20200915
bam3	40	20200916
bam3	110	20200918
bam3	40	20200919
bam3	40	20200922
bam3	450	20200902
bam3	80	20200903
bam3	400	20200904
bam3	80	20200906
bam3	150	20200909
bam3	110	20200915
bam3	100	20200917
bam3	110	20200918
bam3	80	20200924
bam3	60	20200927
bam3	400	20200904
bam3	130	20200905
bam3	370	20200907
bam3	150	20200909
bam3	100	20200912
bam3	100	20200914
bam3	185	20200908
bam3	450	20200902
bam3	400	20200904
bam3	370	20200907
bam4	150	20200902
bam4	100	20200904
bam4	10	20200905
bam4	60	20200908
bam4	70	20200912
bam4	60	20200913
bam4	30	20200914
bam4	10	20200916
bam4	20	20200918
bam4	130	20200919
bam4	90	20200921
bam4	10	20200923
bam4	50	20200925
bam4	120	20200927
bam4	210	20200928
bam4	70	20200901
bam4	150	20200902
bam4	350	20200909
bam4	70	20200912
bam4	60	20200913
bam4	30	20200914
bam4	90	20200921
bam4	120	20200927
bam4	30	20200903
bam4	100	20200904
bam4	480	20200907
bam4	350	20200909
bam4	70	20200912
bam4	60	20200913
bam4	130	20200920
bam4	50	20200925
bam4	120	20200927
bam4	130	20200919
bam4	140	20200922
bam4	70	20200901
bam4	100	20200904
bam4	150	20200906
bam4	480	20200907
bam4	60	20200908
bam4	350	20200909
bam4	50	20200915
bam4	90	20200921
bam4	140	20200922
bam4	50	20200926
bam4	120	20200927
bam4	210	20200928
bam4	550	20200929
bam4	150	20200902
bam4	480	20200907
bam4	100	20200910
bam4	130	20200920
bam4	300	20200930
bam4	480	20200907
bam4	210	20200928
bam4	300	20200930
bam4	350	20200909
bam4	550	20200929
bam5	80	20200904
bam5	10	20200905
bam5	230	20200907
bam5	160	20200908
bam5	100	20200909
bam5	260	20200910
bam5	165	20200911
bam5	135	20200912
bam5	120	20200914
bam5	195	20200915
bam5	10	20200917
bam5	170	20200918
bam5	90	20200921
bam5	160	20200922
bam5	80	20200923
bam5	155	20200929
bam5	195	20200902
bam5	80	20200904
bam5	100	20200909
bam5	260	20200910
bam5	165	20200911
bam5	145	20200913
bam5	120	20200914
bam5	50	20200916
bam5	90	20200921
bam5	160	20200922
bam5	80	20200923
bam5	60	20200925
bam5	70	20200928
bam5	155	20200929
bam5	130	20200903
bam5	255	20200906
bam5	230	20200907
bam5	100	20200909
bam5	260	20200910
bam5	120	20200914
bam5	195	20200915
bam5	50	20200916
bam5	130	20200920
bam5	230	20200907
bam5	100	20200909
bam5	40	20200924
bam5	60	20200925
bam5	140	20200930
bam5	195	20200902
bam5	80	20200904
bam5	230	20200907
bam5	160	20200908
bam5	260	20200910
bam5	120	20200914
bam5	170	20200918
bam5	90	20200921
bam5	80	20200923
bam5	150	20200927
bam5	70	20200928
bam5	130	20200903
bam5	255	20200906
bam5	230	20200907
bam5	160	20200908
bam5	260	20200910
bam5	170	20200918
bam5	130	20200920
bam5	160	20200922
bam5	150	20200927
bam5	140	20200930
bam5	125	20200901
bam5	195	20200902
bam5	255	20200906
bam5	165	20200911
bam5	135	20200912
bam5	145	20200913
bam5	195	20200915
bam5	155	20200929
bam6	300	20200901
bam6	200	20200903
bam6	60	20200905
bam6	195	20200906
bam6	50	20200907
bam6	70	20200909
bam6	270	20200910
bam6	160	20200911
bam6	30	20200912
bam6	60	20200913
bam6	200	20200914
bam6	170	20200915
bam6	210	20200916
bam6	220	20200918
bam6	30	20200919
bam6	110	20200922
bam6	130	20200925
bam6	180	20200929
bam6	30	20200930
bam6	2745	20200902
bam6	200	20200903
bam6	50	20200904
bam6	195	20200906
bam6	50	20200907
bam6	60	20200908
bam6	70	20200909
bam6	270	20200910
bam6	160	20200911
bam6	30	20200912
bam6	200	20200914
bam6	170	20200915
bam6	210	20200916
bam6	100	20200917
bam6	220	20200918
bam6	30	20200919
bam6	210	20200921
bam6	110	20200922
bam6	40	20200923
bam6	285	20200924
bam6	130	20200925
bam6	350	20200926
bam6	110	20200928
bam6	180	20200929
bam6	30	20200930
bam6	300	20200901
bam6	200	20200903
bam6	50	20200904
bam6	60	20200913
bam6	170	20200915
bam6	210	20200916
bam6	100	20200917
bam6	285	20200924
bam6	350	20200926
bam6	235	20200927
bam6	195	20200906
bam6	60	20200908
bam6	160	20200911
bam6	200	20200914
bam6	220	20200918
bam6	285	20200924
bam6	300	20200901
bam6	60	20200905
bam6	160	20200911
bam6	210	20200916
bam6	100	20200917
bam6	210	20200921
bam6	110	20200922
bam6	285	20200924
bam6	235	20200927
bam6	110	20200928
bam6	180	20200929
bam6	2745	20200902
bam6	200	20200903
bam6	270	20200910
bam6	200	20200914
bam6	210	20200916
bam6	220	20200918
bam6	100	20200920
bam6	210	20200921
bam6	350	20200926
bam6	180	20200929
bam6	2745	20200902
bam6	195	20200906
bam6	285	20200924
bam6	235	20200927
bam6	2745	20200902
bam7	10	20200901
bam7	20	20200902
bam7	10	20200903
bam7	10	20200904
bam7	10	20200907
bam7	30	20200909
bam7	40	20200911
bam7	30	20200912
bam7	80	20200915
bam7	10	20200917
bam7	70	20200919
bam7	140	20200921
bam7	30	20200922
bam7	10	20200925
bam7	70	20200927
bam7	150	20200930
bam7	120	20200905
bam7	120	20200908
bam7	30	20200909
bam7	30	20200912
bam7	50	20200913
bam7	80	20200915
bam7	20	20200918
bam7	150	20200920
bam7	140	20200921
bam7	150	20200930
bam7	40	20200911
bam7	50	20200913
bam7	150	20200920
bam7	150	20200930
bam7	80	20200915
bam7	70	20200919
bam7	140	20200921
bam7	70	20200927
bam7	150	20200930
bam7	120	20200905
bam7	120	20200908
bam7	150	20200920
bir0	1	20200907
bir0	1	20200911
bir0	1	20200916
bir1	3	20200904
bir1	1	20200905
bir1	1	20200924
bir1	3	20200904
bir2	20.5	20200917
bir2	48	20200904
bir2	3	20200924
bir2	24	20200925
bir2	13	20200902
bir2	48	20200904
bir2	35	20200907
bir2	36	20200915
bir2	36	20200915
bir2	13	20200902
bir2	10	20200901
bir2	35	20200907
